,uniqueID,emerg.date,phen.1,itero.per?,date.1,stem.diam.1,height.1,total.branch.1,longest.leaf.1,buds.1,flrs.1,fruits.1,longest.fruit.1,notes.1,herb.1,protocol.notes.1,phen.2,date.2,stem.diam.2,height.2,total.branch.2,longest.leaf.2,buds.2,flrs.2,fruits.2,longest.fruit.2,notes.2,herb.2,protocol.notes.2,phen.3,date.3,stem.diam.3,height.3,total.branch.3,longest.leaf.3,buds.3,flrs.3,fruits.3,longest.fruit.3,notes.3,herb.3,protocol.notes.3,phen.4,date.4,stem.diam.4,height.4,total.branch.4,longest.leaf.4,buds.4,flrs.4,fruits.4,longest.fruit.4,notes.4,herb.4,protocol.notes.4,date.5,phen.5,stem.diam.5,height.5,total.branch.5,longest.leaf.5,buds.5,flrs.5,fruits.5,longest.fruit.5,notes.5,herb.5,protocol.notes.5,date.6,phen.6,stem.diam.6,height.6,total.branch.6,longest.leaf.6,buds.6,flrs.6,fruits.6,longest.fruit.6,notes.6,herb.6,protocol.notes.6,date.7,phen.7,stem.diam.7,height.7,total.branch.7,longest.leaf.7,buds.7,flrs.7,fruits.7,longest.fruit.7,notes.7,herb.7,date.8,phen.8,stem.diam.8,height.8,total.branch.8,longest.leaf.8,buds.8,flrs.8,fruits.8,longest.fruit.8,canopy.width.8,notes.8,herb.8,itero.per,emerg.date.x,date_01.07.2018,phen_01.07.2018,stem.diam_01.07.2018,height_01.07.2018,total.branch_01.07.2018,longest.leaf_01.07.2018,buds_01.07.2018,flrs_01.07.2018,fruits_01.07.2018,longest.fruit_01.07.2018,herb_01.07.2018,notes_01.07.2018,protocol.notes_01.07.2018,canopy.width.largest.rosette_10.07.2018,date_18.07.2018,phen_18.07.2018,stem.diam_18.07.2018,height_18.07.2018,total.branch_18.07.2018,longest.leaf_18.07.2018,buds_18.07.2018,flrs_18.07.2018,fruits_18.07.2018,longest.fruit_18.07.2018,notes_18.07.2018,herb_18.07.2018,protocol.notes_18.07.2018,date_05.08.2018,phen_05.08.2018,stem.diam_05.08.2018,height_05.08.2018,total.branch_05.08.2018,longest.leaf_05.08.2018,buds_05.08.2018,flrs_05.08.2018,fruits_05.08.2018,longest.fruit_05.08.2018,notes_05.08.2018,herb_05.08.2018,protocol.notes_05.08.2018,date_27.08.2018,phen_27.08.2018,height_27.08.2018,total.branch_27.08.2018,longest.leaf_27.08.2018,buds_27.08.2018,flrs_27.08.2018,fruits_27.08.2018,longest.fruit_27.08.2018,notes_27.08.2018,herb_27.08.2018,protocol.notes_27.08.2018,date_10.07.2018,phen_10.07.2018,height_10.07.2018,total.branch_10.07.2018,longest.leaf_10.07.2018,buds_10.07.2018,flrs_10.07.2018,fruits_10.07.2018,herb_10.07.2018,date_27.07.2018,site_27.07.2018,plot_27.07.2018,quad_27.07.2018,ind_27.07.2018,phen_27.07.2018,height_27.07.2018,total.branch_27.07.2018,longest.leaf_27.07.2018,flrs_27.07.2018,fruits_27.07.2018,buds_27.07.2018,notes_27.07.2018,herb_27.07.2018,protocol.notes_27.07.2018,site,plot,quad,ind,emerg.date.y,phen_16.08.2018,height_16.08.2018,total.branch_16.08.2018,longest.leaf_16.08.2018,buds_16.08.2018,flrs_16.08.2018,fruits_16.08.2018,herb_16.08.2018,notes_16.08.2018,protocol.notes_16.08.2018
350,LV3 P2 QNA #5,(8/8/17),V,N,8/8/17,2.35,2.5,2,1.3,NA,NA,NA,NA,"main stem chopped, veg branch is an offshoot. May have been reproductive",NA,NA,V,8/14/17,2.35,2.7,2,1.6,NA,NA,NA,NA,NA,NA,NA,V,8/22/17,2.35,2.7,2,1.6,NA,NA,NA,NA,NA,NA,NA,V,8/29/17,2.35,2.7,2,2.1,NA,NA,NA,NA,NA,NA,NA,9/5/17,V,2.35,3.5,2,2.1,NA,NA,NA,NA,NA,NA,NA,9/12/17,V,2.35,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,V,2.35,9.5,?,NA,NA,NA,NA,NA,"more stem exposed, so height is taller today",NA,9/30/17,V,3.16,10,2,1.9,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,LV3 P2 QNA #6,(8/8/17),F,N,8/8/17,3.37,22,8,NA,8,6,1,5.5,one broken branch,NA,NA,F,8/14/17,3.37,22,8,NA,7,8,0,NA,NA,NA,NA,P,8/22/17,3.37,22,8,NA,6,0,6,4.7,NA,NA,NA,F,8/29/17,3.37,22,8,NA,4,3,0,NA,"P-->F; all pods fell off, several 2ndary VB's",NA,NA,9/5/17,F,3.37,22,8,NA,1,2,1,1,4 VB,NA,NA,9/12/17,P,3.37,22,8,NA,NA,0,4,2,4VB; Some pods fell off,NA,NA,9/19/17,P,3.37,22,8,NA,NA,NA,5,2.5,"4 VB, some pods fell off",NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,LV3 P2 QNA #7,(8/8/17),P,N,8/8/17,3.66,18.5,5,NA,4,0,3,7.4,NA,NA,NA,F,8/14/17,3.66,18.5,5,NA,3,1,3,7.4,went from P-->F,NA,NA,F,8/22/17,3.66,18.5,5,NA,9,2,5,7.4,went from P-->F,NA,NA,F,8/29/17,3.66,18.5,5,NA,4,3,6,7.4,NA,NA,NA,9/5/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,"F-->SX, dried up",NA,NA,9/12/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,LV3 P2 QNA #8,(8/8/17),P,N,8/8/17,2.02,7.5,1,NA,NA,NA,3,2.1,rosette still present,NA,marked bottom left (0) with pink flagging tape and bottom right (ends at 4.5) of transcect.,P,8/14/17,2.44,7.5,1,NA,0,0,3,4.6,NA,NA,NA,P,8/22/17,2.44,7.5,1,NA,0,0,3,5.2,NA,NA,NA,P,8/29/17,2.44,7.5,1,NA,0,0,3,5.1,drying out,NA,NA,9/5/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,LV3 P2 QNA #9,(8/8/17),P,N,8/8/17,5.96,18.8,4,NA,NA,NA,20,7.2,NA,NA,NA,P,8/14/17,5.96,18.8,4,NA,0,0,20,7.2,NA,NA,NA,F,8/22/17,5.96,18.8,4,NA,10,2,20,7.2,P-->F; main stem bent; may be why F again,NA,NA,SX,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,totally dried up,NA,NA,9/5/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,LV3 P2 QNA #10,(8/8/17),P,N,8/8/17,2.78,14.5,2,NA,NA,NA,6,7.5,NA,NA,NA,P,8/14/17,2.78,14.5,2,NA,0,0,6,7.5,NA,NA,NA,F,8/22/17,2.78,14.5,4,NA,2,1,6,7.5,went from P-->F,NA,NA,F,8/29/17,2.78,14.5,4,NA,5,1,7,7.5,NA,NA,NA,9/5/17,F,2.78,14.5,4,NA,4,2,5,7.5,branch broken,NA,NA,9/12/17,F,2.78,14.5,4,NA,4,1,5,4.2,3VB; Some pods fell off,NA,NA,9/19/17,F,2.78,14.5,2,NA,3,1,5,4.2,3 VB,NA,9/30/17,F,3.6,12.7,3,1.4,2,1,6,5.5,1.7,1 VB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,LV3 P2 QNA #11,(8/8/17),V,N,8/8/17,1.93,3.5,1,2.1,NA,NA,NA,NA,NA,NA,NA,V,8/14/17,2.04,4,1,2.1,NA,NA,NA,NA,NA,NA,NA,V,8/22/17,2.04,4,1,2.1,NA,NA,NA,NA,NA,NA,NA,V,8/29/17,2.04,4,1,2.1,NA,NA,NA,NA,NA,NA,NA,9/5/17,V,2.04,4,1,2.1,NA,NA,NA,NA,NA,NA,NA,9/12/17,V,2.04,4,1,2.1,NA,NA,NA,NA,NA,NA,NA,9/19/17,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,LV3 P2 QNA #12,(8/8/17),F,N,8/8/17,4.92,13.1,5,NA,12,2,3,5.4,NA,NA,NA,F,8/14/17,4.92,14.3,5,NA,18,4,3,5.4,NA,NA,NA,F,8/22/17,4.92,14.3,5,NA,17,9,10,5,may not be same as last longest fruit (fell off? Shorter),NA,NA,F,8/29/17,4.92,14.3,5,NA,17,8,11,5,1 branch breaking off,NA,NA,9/5/17,F,4.92,14.3,5,NA,5,3,14,5,NA,NA,NA,9/12/17,F,4.92,14.3,5,NA,6,2,16,5,NA,NA,NA,9/19/17,F,4.92,14.3,5,NA,4,2,12,5,NA,NA,9/30/17,P,5.73,13.5,4,0.8,NA,NA,12,5,1.8,2 2ndary VB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,LV3 P2 QNA #13,(8/8/17),F,N,8/8/17,4.44,15.7,5,NA,7,19,17,5.6,NA,NA,NA,F,8/14/17,4.44,15.7,5,NA,5,14,15,5.6,NA,NA,NA,F,8/22/17,4.44,15.7,5,NA,44,4,20,5.6,NA,NA,NA,F,8/29/17,4.44,15.7,5,NA,26,30,16,5.6,fewer fruits than last time; several fell off or branches broke partway off,NA,NA,9/5/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,"dried up, dislodged from soil",NA,NA,9/12/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,LV3 P2 QNA #14,(8/8/17),F,N,8/8/17,3.28,9,3,NA,2,1,1,6.5,stem broken off,NA,NA,P,8/14/17,3.28,9,3,NA,0,0,1,6.5,NA,NA,NA,S,8/22/17,3.28,9,3,NA,0,0,1,6.5,NA,NA,NA,SX,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/5/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,LV3 P2 QNA #15,(8/8/17),B,N,8/8/17,3.17,8.5,5,NA,12,NA,NA,NA,main stem broken,NA,NA,F,8/14/17,3.17,8.5,5,NA,9,5,0,NA,NA,NA,NA,F,8/22/17,3.6,10.5,5,NA,7,6,5,6.5,NA,NA,NA,F,8/29/17,3.6,10.5,5,NA,5,3,5,7,NA,NA,NA,9/5/17,F,3.6,13,5,NA,6,1,6,7,NA,NA,NA,9/12/17,F,3.6,13,5,NA,4,0,7,7,NA,NA,NA,9/19/17,F,3.6,13,5,NA,5,1,8,7,3 VB,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,LV3 P2 QNA #16,(8/8/17),F,N,8/8/17,3.32,11.2,5,NA,2,3,NA,NA,main stem broken,NA,NA,P,8/14/17,3.32,11.2,5,NA,1,0,1,0.5,NA,NA,NA,P,8/22/17,3.32,11.2,5,NA,9,0,0,NA,pedicels present; budding again,NA,NA,F,8/29/17,3.32,11.2,5,NA,6,1,0,NA,P-->F,NA,NA,9/5/17,F,3.32,11.2,5,NA,5,1,NA,NA,NA,NA,NA,9/12/17,F,3.32,11.2,5,NA,5,1,1,2.6,NA,NA,NA,9/19/17,F,3.32,11.2,5,NA,5,1,1,4,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,LV3 P2 QNA #17,(8/8/17),P,N,8/8/17,2.01,7.5,1,NA,NA,NA,1,5,NA,NA,NA,P,8/14/17,2.01,7.5,1,NA,0,0,1,5,NA,NA,NA,S,8/22/17,2.01,7.5,1,NA,0,0,1,5,NA,NA,NA,S,8/29/17,2.01,7.5,1,NA,0,0,1,5,totally dried out but growing new leaves,NA,NA,9/5/17,S,2.01,7.5,1,NA,NA,NA,1,5,new leaves,NA,NA,9/12/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,LV3 P2 QNA #18,(8/8/17),P,N,8/8/17,2.95,9.3,2,NA,NA,NA,NA,NA,main branch chopped,NA,NA,P,8/14/17,2.95,9.3,2,NA,0,0,0,NA,can see pedicels left,NA,NA,P,8/22/17,2.95,9.3,2,NA,0,0,0,NA,pedicels present; may be trying to bud again,NA,NA,S,8/29/17,2.95,9.3,2,NA,0,0,0,NA,most of main branch broken off,NA,NA,9/5/17,S,2.95,9.3,2,NA,NA,NA,NA,NA,new leaves,NA,NA,9/12/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,LV3 P2 QNA #19,(8/8/17),P,N,8/8/17,3.41,10.9,1,NA,NA,NA,2,5.5,NA,NA,NA,P,8/14/17,3.41,10.9,1,NA,0,0,2,5.5,NA,NA,NA,P,8/22/17,3.41,10.9,1,NA,5,0,2,5.5,budding again,NA,NA,F,8/29/17,3.41,10.9,1,NA,6,1,2,5.5,P-->F,NA,NA,9/5/17,F,1.94,10.9,4,NA,4,3,5,5.5,NA,NA,NA,9/12/17,P,1.94,1.94,10.9,4,NA,3,0,4,5.5,NA,NA,9/19/17,F,1.94,10,4,NA,2,1,4,5.5,NA,NA,9/30/17,S,3.64,10.5,4,NA,NA,NA,NA,NA,NA,fruits dehisced,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,LV3 P2 QNA #20,(8/8/17),P,N,8/8/17,4.04,13.5,6,NA,NA,NA,3,4.6,NA,NA,NA,P,8/14/17,4.04,13.5,6,NA,0,0,4,4.6,NA,NA,NA,P,8/22/17,4.04,13.5,6,NA,3,0,3,4.6,one pod fell off? Budding again,NA,NA,SX,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/5/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,LV3 P2 QNA #21,(8/8/17),P,N,8/8/17,5.14,25,5,NA,2,NA,7,8.6,NA,NA,NA,P,8/14/17,5.14,25,5,NA,0,0,6,8.6,NA,NA,NA,F,8/22/17,5.14,25,5,NA,21,1,6,8.6,P-->F. Lots of new repro growth,NA,NA,F,8/29/17,5.14,25,5,NA,16,1,7,8.6,NA,NA,NA,9/5/17,F,5.14,25,5,NA,8,4,22,8.6,NA,NA,NA,9/12/17,F,5.14,25,5,NA,3,2,19,8.6,Some pods fell off,NA,NA,9/19/17,P,5.14,25,5,NA,2,NA,22,8.6,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,LV3 P2 QNA #22,(8/8/17),F,N,8/8/17,5.89,20.2,8,NA,26,30,3,7.5,NA,NA,NA,F,8/14/17,5.89,20.2,8,NA,34,22,20,7.5,NA,NA,NA,F,8/22/17,5.89,20.2,8,NA,52,7,32,7.1,NA,NA,NA,F,8/29/17,5.89,20.2,8,NA,22,17,46,7.1,NA,NA,NA,9/5/17,F,5.89,20.2,8,NA,8,1,55,7.1,NA,NA,NA,9/12/17,P,5.89,20.2,8,NA,8,0,47,7.1,Some pods fell off,NA,NA,9/19/17,P,5.89,19,8,NA,5,NA,43,7.1,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,LV3 P2 QNA #23,(8/8/17),P,N,8/8/17,2.29,11,3,NA,NA,NA,2,4.4,one of the branches is veg.,NA,NA,P,8/14/17,2.29,11,2,NA,0,0,2,4.4,1 VB,NA,NA,P,8/22/17,2.29,11,2,NA,0,0,2,4.4,new growth; may bud again,NA,NA,P,8/29/17,2.29,11,3,NA,0,0,2,4.4,"1 VB, trying to bud again",NA,NA,9/5/17,P,2.29,11,3,NA,NA,NA,2,4.4,3 VB,NA,NA,9/12/17,P,2.29,11,3,NA,NA,NA,2,4.4,3VB,NA,NA,9/19/17,P,2.29,11,3,NA,NA,NA,2,4.4,4 VB,NA,9/30/17,S/V,3.43,12.1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
