"","X1","uniqueID","emerg.date","phen.1","itero.per?","date.1","stem.diam.1","height.1","total.branch.1","longest.leaf.1","buds.1","flrs.1","fruits.1","longest.fruit.1","notes.1","herb.1","protocol.notes.1","phen.2","date.2","stem.diam.2","height.2","total.branch.2","longest.leaf.2","buds.2","flrs.2","fruits.2","longest.fruit.2","notes.2","herb.2","protocol.notes.2","phen.3","date.3","stem.diam.3","height.3","total.branch.3","longest.leaf.3","buds.3","flrs.3","fruits.3","longest.fruit.3","notes.3","herb.3","protocol.notes.3","phen.4","date.4","stem.diam.4","height.4","total.branch.4","longest.leaf.4","buds.4","flrs.4","fruits.4","longest.fruit.4","notes.4","herb.4","protocol.notes.4","date.5","phen.5","stem.diam.5","height.5","total.branch.5","longest.leaf.5","buds.5","flrs.5","fruits.5","longest.fruit.5","notes.5","herb.5","protocol.notes.5","date.6","phen.6","stem.diam.6","height.6","total.branch.6","longest.leaf.6","buds.6","flrs.6","fruits.6","longest.fruit.6","notes.6","herb.6","protocol.notes.6","date.7","phen.7","stem.diam.7","height.7","total.branch.7","longest.leaf.7","buds.7","flrs.7","fruits.7","longest.fruit.7","notes.7","herb.7","date.8","phen.8","stem.diam.8","height.8","total.branch.8","longest.leaf.8","buds.8","flrs.8","fruits.8","longest.fruit.8","canopy.width.8","notes.8","herb.8","itero.per","emerg.date.x","date_01.07.2018","phen_01.07.2018","stem.diam_01.07.2018","height_01.07.2018","total.branch_01.07.2018","longest.leaf_01.07.2018","buds_01.07.2018","flrs_01.07.2018","fruits_01.07.2018","longest.fruit_01.07.2018","herb_01.07.2018","notes_01.07.2018","protocol.notes_01.07.2018","canopy.width.largest.rosette_10.07.2018","date_18.07.2018","phen_18.07.2018","stem.diam_18.07.2018","height_18.07.2018","total.branch_18.07.2018","longest.leaf_18.07.2018","buds_18.07.2018","flrs_18.07.2018","fruits_18.07.2018","longest.fruit_18.07.2018","notes_18.07.2018","herb_18.07.2018","protocol.notes_18.07.2018","date_05.08.2018","phen_05.08.2018","stem.diam_05.08.2018","height_05.08.2018","total.branch_05.08.2018","longest.leaf_05.08.2018","buds_05.08.2018","flrs_05.08.2018","fruits_05.08.2018","longest.fruit_05.08.2018","notes_05.08.2018","herb_05.08.2018","protocol.notes_05.08.2018","date_27.08.2018","phen_27.08.2018","height_27.08.2018","total.branch_27.08.2018","longest.leaf_27.08.2018","buds_27.08.2018","flrs_27.08.2018","fruits_27.08.2018","longest.fruit_27.08.2018","notes_27.08.2018","herb_27.08.2018","protocol.notes_27.08.2018","date_10.07.2018","phen_10.07.2018","height_10.07.2018","total.branch_10.07.2018","longest.leaf_10.07.2018","buds_10.07.2018","flrs_10.07.2018","fruits_10.07.2018","herb_10.07.2018","date_27.07.2018","site_27.07.2018","plot_27.07.2018","quad_27.07.2018","ind_27.07.2018","phen_27.07.2018","height_27.07.2018","total.branch_27.07.2018","longest.leaf_27.07.2018","flrs_27.07.2018","fruits_27.07.2018","buds_27.07.2018","notes_27.07.2018","herb_27.07.2018","protocol.notes_27.07.2018","site.x","plot.x","quad.x","ind.x","emerg.date.y","phen_16.08.2018","height_16.08.2018","total.branch_16.08.2018","longest.leaf_16.08.2018","buds_16.08.2018","flrs_16.08.2018","fruits_16.08.2018","herb_16.08.2018","notes_16.08.2018","protocol.notes_16.08.2018","site.y","plot.y","quad.y","ind.y","itero.per.19","emerg.date.19","date_25.07.2019","phen_25.07.2019","stem.diam_25.07.2019","height_25.07.2019","total.branch_25.07.2019","longest.leaf","buds_25.07.2019","flrs_25.07.2019","fruits_25.07.2019","longest.fruit_25.07.2019","herb_25.07.2019","branch.damage_25.07.2019","notes_25.07.2019","protocol.notes_25.07.2019","date_02.08.2019","phen_02.08.2019","stem.diam_02.08.2019","height_02.08.2019","total.branch_02.08.2019","longest.leaf_02.08.2019","buds_02.08.2019","flrs_02.08.2019","fruits_02.08.2019","longest.fruit_02.08.2019","herb_02.08.2019","branch.damage_02.08.2019","notes_02.08.2019","protocol.notes_02.08.2019","date_08.08.2019","phen_08.08.2019","stem.diam_08.08.2019","height_08.08.2019","total.branch_08.08.2019","longest.leaf_08.08.2019","buds_08.08.2019","flrs_08.08.2019","fruits_08.08.2019","longest.fruit_08.08.2019","herb_08.08.2019","branch.damage_08.08.2019","notes_08.08.2019","protocol.notes_08.08.2019","date_18.08.2019","phen_18.08.2019","stem.diam_18.08.2019","height_18.08.2019","total.branch_18.08.2019","longest.leaf_18.08.2019","buds_18.08.2019","flrs_18.08.2019","fruits_18.08.2019","longest.fruit_18.08.2019","herb_18.08.2019","branch.damage_18.08.2019","notes_18.08.2019","protocol.notes_18.08.2019","date_28.08.2019","phen_28.08.2019","stem.diam_28.08.2019","height_28.08.2019","total.branch_28.08.2019","longest.leaf_28.08.2019","buds_28.08.2019","flrs_28.08.2019","fruits_28.08.2019","longest.fruit_28.08.2019","herb_28.08.2019","branch.damage_28.08.2019","notes_28.08.2019","protocol.notes_28.08.2019","date_07.09.2019","phen_07.09.2019","stem.diam_07.09.2019","height_07.09.2019","total.branch_07.09.2019","longest.leaf_07.09.2019","buds_07.09.2019","flrs_07.09.2019","fruits_07.09.2019","longest.fruit_07.09.2019","herb_07.09.2019","branch.damage_07.09.2019","notes_07.09.2019","protocol.notes_07.09.2019","date_18.09.2019","phen_18.09.2019","stem.diam_18.09.2019","height_18.09.2019","total.branch_18.09.2019","longest.leaf_18.09.2019","buds_18.09.2019","flrs_18.09.2019","fruits_18.09.2019","longest.fruit_18.09.2019","herb_18.09.2019","branch.damage_18.09.2019","notes_18.09.2019","protocol.notes_18.09.2019","date_28.09.2019","phen_28.09.2019","stem.diam_28.09.2019","height_28.09.2019","total.branch_28.09.2019","longest.leaf_28.09.2019","buds_28.09.2019","flrs_28.09.2019","fruits_28.09.2019","longest.fruit_28.09.2019","herb_28.09.2019","branch.damage_28.09.2019","notes_28.09.2019","protocol.notes_28.09.2019"
"179",179,"LV1 P2 QNA #3-2","(8/29/17)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/14/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/22/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","8/29/17","2.42",6.7,4,NA,16,3,0,NA,"one flower weird due to herbivory?",NA,NA,"9/3/17","F",2.42,6.7,5,NA,6,2,1,0.5,NA,NA,NA,"9/12/17","F","2.42","7.4","4",NA,"7","1","5","4.1","1 V B ; herb","1a",NA,"9/19/17","P",2.42,7.4,"4",NA,7,0,6,4.1,"1 VB",NA,NA,"S/V",2.65,"7.6","4",NA,NA,NA,2,"4.1",NA,NA,NA,"Y","2017","6/30/18","V",NA,3.4,3,NA,NA,NA,NA,"1.8",0,NA,"1.7",NA,"7/18/18","F",NA,8,2,NA,13,3,0,NA,"herb 2a - 2 branches broken, AM chopped",2,NA,"8/5/18","P",2.42,NA,12,6,NA,0,0,8,"4.2",0,"herb 2b (1)","8/27/18","SX",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"7/10/18","B","4.1","2",NA,"14",NA,NA,1,"7/27/18","LV1",2,NA,"2-Mar","F","11","4",NA,2,9,6,"herb 2b (2 branches)","2",NA,"LV1",2,NA,"2-Mar",NA,"P",10,4,NA,NA,NA,3,2,"herb 2B(3)",NA,"LV1",2,NA,"3-2","N","8/8/19","7/26/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/2/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/8/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/18/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/28/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/7/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/18/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/28/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",180,"LV1 P2 QNA #4","(8/9/17)","V","Y","8/9/17","2.38",5,3,0.7,NA,NA,NA,NA,"1 VB",NA,NA,"B","8/14/17","2.38",5,3,NA,3,NA,NA,NA,NA,NA,NA,"B","8/22/17","2.38",7.2,3,NA,4,NA,NA,NA,NA,NA,NA,"F","8/29/17","2.38",9,3,NA,8,2,0,NA,NA,NA,NA,"9/3/17","F",2.66,10.1,1,NA,6,3,NA,NA,NA,NA,NA,"9/12/17","P","2.66","10.1","1",NA,NA,NA,NA,NA,"Herbivory","1a",NA,"9/19/17","P",2.66,10.1,"1",NA,NA,NA,NA,NA,"herb, branches chopped","1a, 2b","9/30/17","P",3.09,"9.6","1",NA,NA,NA,NA,NA,NA,NA,NA,"N","2017","6/30/18","D",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/5/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/27/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",181,"LV1 P2 QNA #5","(8/9/17)","V","N","8/9/17","2.02",3.5,1,1.8,NA,NA,NA,NA,NA,NA,NA,"B","8/14/17","2.02",3.5,1,NA,18,NA,NA,NA,NA,NA,NA,"B","8/22/17","2.02",3.5,7,NA,58,NA,NA,NA,NA,NA,NA,"F","8/29/17","2.76",9.9,7,NA,52,29,0,NA,NA,NA,NA,"9/3/17","F",3.12,12.5,7,NA,37,29,21,2.8,NA,NA,NA,"9/12/17","F","3.12","13.3","7",NA,"21","5","37","6.3",NA,NA,NA,"9/19/17","P",3.12,13.3,"7",NA,2,0,34,6.3,NA,NA,"9/30/17","S",3.25,"13.3","7",NA,NA,NA,22,"6.3",NA,NA,NA,"N","2017","6/30/18","D",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/5/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/27/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",182,"LV1 P2 QNA #6","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","8/14/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","8/22/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","8/29/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/3/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/30/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","2017","6/30/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/5/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/27/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",183,"LV1 P2 QNA #6-1","(8/29/17)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/14/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/22/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","8/29/17","1.68",12.4,1,NA,3,5,1,1,NA,NA,NA,"9/3/17","F",1.68,14,1,NA,1,2,6,6.2,NA,NA,NA,"9/12/17","P","1.68","14","1",NA,NA,NA,"6","6.2",NA,NA,NA,"9/19/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,"totally chopped; only stick left!","2b","9/30/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","2017","6/30/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/5/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/27/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",184,"LV1 P2 QNA #6-2","(8/29/17)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/14/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/22/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","8/29/17","1.37",8.3,1,NA,9,1,0,NA,NA,NA,NA,"9/3/17","F",2.27,9.8,2,NA,6,3,1,1,NA,NA,NA,"9/12/17","F","2.27","10.3","2",NA,"5","1","4","3.4",NA,NA,NA,"9/19/17","F",2.27,10.3,"2",NA,5,2,3,3.4,NA,NA,"9/30/17","S",1.55,"10.4","1",NA,NA,NA,2,"3.4",NA,NA,NA,"N","2017","6/30/18","D",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/5/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/27/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",185,"LV1 P2 QNA #6-3","(8/29/17)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/14/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/22/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","8/29/17","2.27",9.8,4,NA,18,12,4,0.9,NA,NA,NA,"9/3/17","F",2.52,12,4,NA,13,7,15,5,NA,NA,NA,"9/12/17","F","2.52","12","4",NA,"12","1","23","5",NA,NA,NA,"9/19/17","P",2.52,12,"4",NA,3,0,8,5,NA,NA,"9/30/17","S",2.27,"11.5","3",NA,NA,NA,7,"4.9",NA,NA,NA,"N","2017","6/30/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/5/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/27/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",186,"LV1 P2 QNA #6-4","(8/29/17)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/14/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/22/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","8/29/17","2.03",8.1,1,NA,6,5,2,0.7,NA,NA,NA,"9/3/17","F",2.24,9.5,1,NA,5,4,3,3.2,NA,NA,NA,"9/12/17","P","2.24","9.5","1",NA,"4","0","9","3.2",NA,NA,NA,"9/19/17","P",2.24,9.5,"1",NA,2,0,3,3.2,NA,NA,"9/30/17","S",2.23,"9","1",NA,NA,NA,3,"3.3",NA,NA,NA,"N","2017","6/30/18","D",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/5/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/27/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",187,"LV1 P2 QNA #6-5","(8/29/17)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/14/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/22/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","8/29/17","2.36",7.7,3,NA,9,6,2,0.6,NA,NA,NA,"9/3/17","F",2.36,9.2,3,NA,5,4,7,4,NA,NA,NA,"9/12/17","P","3.36","9.2","3",NA,"5","0","10","4.9",NA,NA,NA,"9/19/17","P",2.36,9.2,"3",NA,0,0,10,4.9,NA,NA,"9/30/17","S",2.25,"8.4","3",NA,NA,NA,5,"4.6",NA,NA,NA,"N","2017","6/30/18","D",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/5/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/27/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",188,"LV1 P2 QNA #7","(8/9/17)","V","N","8/9/17","2.26",1.5,2,1.1,NA,NA,NA,NA,NA,NA,NA,"B","8/14/17","2.26",1.5,2,NA,6,NA,NA,NA,NA,NA,NA,"B","8/22/17","2.26",1.5,3,NA,24,NA,NA,NA,NA,NA,NA,"F","8/29/17","2.26",11.1,2,NA,9,11,2,0.8,NA,NA,NA,"9/3/17","F",2.4,2.5,2,NA,9,7,11,5,NA,NA,NA,"9/12/17","F","2.4","12.5","2",NA,"7","2","14","5.3",NA,NA,NA,"9/19/17","P",2.47,12.5,"2",NA,3,0,8,5.3,NA,NA,"9/30/17","S",2.2,"13","2",NA,NA,NA,8,"5",NA,NA,NA,"N","2017","6/30/18","D",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/5/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/27/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
